"SgnDate","Term_EN","Shibor"
"2018-02-12","90 days","4.69600"
"2018-02-12","1 year","4.74560"
"2018-02-12","14 days","3.91900"
"2018-02-12","7 days","2.91800"
"2018-02-12","1 day","2.58500"
"2018-02-13","14 days","3.94800"
"2018-02-13","90 days","4.70060"
"2018-02-13","9 months","4.73120"
"2018-02-13","6 months","4.72870"
"2018-02-13","7 days","2.92800"
"2018-02-13","1 day","2.58700"
"2018-02-13","1 year","4.74560"
"2018-02-13","30 days","4.07050"
"2018-02-14","90 days","4.70310"
"2018-02-14","9 months","4.73100"
"2018-02-14","1 day","2.72300"
"2018-02-14","6 months","4.72800"
"2018-02-14","30 days","4.07510"
"2018-02-14","1 year","4.74400"
"2018-02-14","7 days","2.91000"
"2018-02-14","14 days","3.87600"
"2018-02-22","7 days","2.89100"
"2018-02-22","30 days","4.06660"
"2018-02-22","14 days","3.85500"
"2018-02-22","90 days","4.70540"
"2018-02-22","9 months","4.72810"
"2018-02-22","6 months","4.72680"
"2018-02-22","1 year","4.74340"
"2018-02-22","1 day","2.63100"
"2018-02-23","30 days","4.05570"
"2018-02-23","6 months","4.73070"
"2018-02-23","90 days","4.70760"
"2018-02-23","1 year","4.74200"
"2018-02-23","14 days","3.86300"
"2018-02-23","7 days","2.88100"
"2018-02-23","1 day","2.59700"
"2018-02-23","9 months","4.72990"
"2018-02-24","90 days","4.70780"
"2018-02-24","9 months","4.73000"
"2018-02-24","1 day","2.56000"
"2018-02-24","1 year","4.74200"
"2018-02-24","30 days","4.05260"
"2018-02-24","7 days","2.87600"
"2018-02-24","6 months","4.72910"
"2018-02-24","14 days","3.85800"
"2018-02-26","6 months","4.72900"
"2018-02-26","7 days","2.87000"
"2018-02-26","30 days","4.04430"
"2018-02-26","14 days","3.84590"
"2018-02-26","90 days","4.71280"
"2018-02-26","9 months","4.73000"
"2018-02-26","1 year","4.74200"
"2018-02-26","1 day","2.57100"
"2018-02-27","1 year","4.74220"
"2018-02-27","30 days","4.03800"
"2018-02-27","6 months","4.72700"
"2018-02-27","7 days","2.86100"
"2018-02-27","14 days","3.83290"
"2018-02-27","1 day","2.56100"
"2018-02-27","9 months","4.73000"
"2018-02-27","90 days","4.71030"
"2018-02-28","14 days","3.84200"
"2018-02-28","1 day","2.70800"
"2018-02-28","7 days","2.90600"
"2018-02-28","90 days","4.71310"
"2018-02-28","30 days","4.04280"
"2018-02-28","6 months","4.72870"
"2018-02-28","1 year","4.74200"
"2018-02-28","9 months","4.73000"
"2018-03-01","14 days","3.83900"
"2018-03-01","1 year","4.74200"
"2018-03-01","1 day","2.69100"
"2018-03-01","90 days","4.71540"
"2018-03-01","9 months","4.73000"
"2018-03-01","30 days","4.04030"
"2018-03-01","6 months","4.72890"
"2018-03-01","7 days","2.89600"
"2018-03-02","14 days","3.83800"
"2018-03-02","1 day","2.77300"
"2018-03-02","30 days","4.04510"
"2018-03-02","90 days","4.71910"
"2018-03-02","7 days","2.89700"
"2018-03-02","6 months","4.73190"
"2018-03-02","9 months","4.73000"
"2018-03-02","1 year","4.74200"
"2018-03-05","9 months","4.73000"
"2018-03-05","7 days","2.89400"
"2018-03-05","1 year","4.74200"
"2018-03-05","14 days","3.84000"
"2018-03-05","1 day","2.65200"
"2018-03-05","90 days","4.72200"
"2018-03-05","6 months","4.73320"
"2018-03-05","30 days","4.07260"
"2018-03-06","14 days","3.83900"
"2018-03-06","1 day","2.61700"
"2018-03-06","7 days","2.88600"
"2018-03-06","90 days","4.73320"
"2018-03-06","6 months","4.73340"
"2018-03-06","1 year","4.74200"
"2018-03-06","9 months","4.73000"
"2018-03-06","30 days","4.14530"
"2018-03-07","14 days","3.83600"
"2018-03-07","1 year","4.74200"
"2018-03-07","1 day","2.59200"
"2018-03-07","90 days","4.73640"
"2018-03-07","9 months","4.73050"
"2018-03-07","30 days","4.19360"
"2018-03-07","6 months","4.74040"
"2018-03-07","7 days","2.87300"
"2018-03-08","14 days","3.83300"
"2018-03-08","1 day","2.57000"
"2018-03-08","30 days","4.25440"
"2018-03-08","90 days","4.74070"
"2018-03-08","7 days","2.86200"
"2018-03-08","6 months","4.74680"
"2018-03-08","9 months","4.73130"
"2018-03-08","1 year","4.74180"
"2018-03-09","9 months","4.73130"
"2018-03-09","7 days","2.85700"
"2018-03-09","1 year","4.74180"
"2018-03-09","14 days","3.82900"
"2018-03-09","1 day","2.57300"
"2018-03-09","90 days","4.74100"
"2018-03-09","6 months","4.75080"
"2018-03-09","30 days","4.32650"
"2018-03-12","14 days","3.82800"
"2018-03-12","1 day","2.58600"
"2018-03-12","7 days","2.85800"
"2018-03-12","90 days","4.73500"
"2018-03-12","6 months","4.75180"
"2018-03-12","1 year","4.74180"
"2018-03-12","9 months","4.73130"
"2018-03-12","30 days","4.37070"
"2018-03-13","14 days","3.82800"
"2018-03-13","1 year","4.74180"
"2018-03-13","1 day","2.63700"
"2018-03-13","90 days","4.72500"
"2018-03-13","9 months","4.73130"
"2018-03-13","30 days","4.40710"
"2018-03-13","6 months","4.75180"
"2018-03-13","7 days","2.87000"
"2018-03-14","14 days","3.82700"
"2018-03-14","1 day","2.63300"
"2018-03-14","30 days","4.45780"
"2018-03-14","90 days","4.71900"
"2018-03-14","7 days","2.86900"
"2018-03-14","6 months","4.75680"
"2018-03-14","9 months","4.73130"
"2018-03-14","1 year","4.74180"
"2018-03-15","7 days","2.86600"
"2018-03-15","90 days","4.71390"
"2018-03-15","9 months","4.73180"
"2018-03-15","1 year","4.74180"
"2018-03-15","14 days","3.82600"
"2018-03-15","1 day","2.63200"
"2018-03-15","6 months","4.75880"
"2018-03-15","30 days","4.49080"
"2018-03-16","90 days","4.71200"
"2018-03-16","9 months","4.73180"
"2018-03-16","30 days","4.51010"
"2018-03-16","6 months","4.74880"
"2018-03-16","7 days","2.86500"
"2018-03-16","1 day","2.58600"
"2018-03-16","14 days","3.82700"
"2018-03-16","1 year","4.74180"
"2018-03-19","30 days","4.51210"
"2018-03-19","90 days","4.70400"
"2018-03-19","7 days","2.86300"
"2018-03-19","6 months","4.74180"
"2018-03-19","9 months","4.73180"
"2018-03-19","1 year","4.74180"
"2018-03-19","14 days","3.82500"
"2018-03-19","1 day","2.56100"
"2018-03-20","14 days","3.82700"
"2018-03-20","1 day","2.55800"
"2018-03-20","90 days","4.68500"
"2018-03-20","9 months","4.73180"
"2018-03-20","7 days","2.86100"
"2018-03-20","1 year","4.74180"
"2018-03-20","6 months","4.73400"
"2018-03-20","30 days","4.50930"
"2018-03-21","7 days","2.85800"
"2018-03-21","90 days","4.67510"
"2018-03-21","6 months","4.71850"
"2018-03-21","1 year","4.74180"
"2018-03-21","9 months","4.72850"
"2018-03-21","30 days","4.50420"
"2018-03-21","14 days","3.83600"
"2018-03-21","1 day","2.55900"
"2018-03-22","1 day","2.54900"
"2018-03-22","14 days","3.84800"
"2018-03-22","1 year","4.73700"
"2018-03-22","90 days","4.66210"
"2018-03-22","9 months","4.71780"
"2018-03-22","30 days","4.46620"
"2018-03-22","6 months","4.70950"
"2018-03-22","7 days","2.85380"
"2018-03-23","30 days","4.43640"
"2018-03-23","90 days","4.64890"
"2018-03-23","7 days","2.84640"
"2018-03-23","6 months","4.70050"
"2018-03-23","9 months","4.71330"
"2018-03-23","1 year","4.72480"
"2018-03-23","14 days","3.85500"
"2018-03-23","1 day","2.54500"
"2018-03-26","90 days","4.63510"
"2018-03-26","14 days","3.85500"
"2018-03-26","30 days","4.40940"
"2018-03-26","1 day","2.54300"
"2018-03-26","1 year","4.72330"
"2018-03-26","6 months","4.69250"
"2018-03-26","7 days","2.86200"
"2018-03-26","9 months","4.70880"
"2018-03-27","6 months","4.66060"
"2018-03-27","7 days","2.87400"
"2018-03-27","14 days","3.86450"
"2018-03-27","1 day","2.59350"
"2018-03-27","30 days","4.39060"
"2018-03-27","1 year","4.71880"
"2018-03-27","90 days","4.62390"
"2018-03-27","9 months","4.70430"
"2018-03-28","1 year","4.71480"
"2018-03-28","30 days","4.34210"
"2018-03-28","1 day","2.59200"
"2018-03-28","90 days","4.61740"
"2018-03-28","9 months","4.69990"
"2018-03-28","14 days","3.86550"
"2018-03-28","6 months","4.66560"
"2018-03-28","7 days","2.88900"
"2018-03-29","6 months","4.60530"
"2018-03-29","9 months","4.64050"
"2018-03-29","90 days","4.52470"
"2018-03-29","7 days","2.89580"
"2018-03-29","30 days","4.31330"
"2018-03-29","14 days","3.87100"
"2018-03-29","1 day","2.58100"
"2018-03-29","1 year","4.67800"
"2018-03-30","1 day","2.69000"
"2018-03-30","1 year","4.65080"
"2018-03-30","9 months","4.60210"
"2018-03-30","90 days","4.46150"
"2018-03-30","14 days","3.88100"
"2018-03-30","30 days","4.28840"
"2018-03-30","7 days","2.91660"
"2018-03-30","6 months","4.56860"
"2018-04-02","9 months","4.56230"
"2018-04-02","14 days","3.84650"
"2018-04-02","7 days","2.88300"
"2018-04-02","30 days","4.18790"
"2018-04-02","6 months","4.53090"
"2018-04-02","1 day","2.62200"
"2018-04-02","1 year","4.62500"
"2018-04-02","90 days","4.40520"
"2018-04-03","1 year","4.60330"
"2018-04-03","1 day","2.57400"
"2018-04-03","14 days","3.83700"
"2018-04-03","30 days","4.12680"
"2018-04-03","9 months","4.53130"
"2018-04-03","6 months","4.49310"
"2018-04-03","7 days","2.87000"
"2018-04-03","90 days","4.35060"
"2018-04-04","14 days","3.78100"
"2018-04-04","6 months","4.47400"
"2018-04-04","9 months","4.51120"
"2018-04-04","90 days","4.31010"
"2018-04-04","7 days","2.83000"
"2018-04-04","30 days","4.05970"
"2018-04-04","1 day","2.46900"
"2018-04-04","1 year","4.58000"
"2018-04-09","1 day","2.52800"
"2018-04-09","1 year","4.54890"
"2018-04-09","9 months","4.47260"
"2018-04-09","90 days","4.25790"
"2018-04-09","14 days","3.71700"
"2018-04-09","30 days","3.97010"
"2018-04-09","7 days","2.80600"
"2018-04-09","6 months","4.41400"
"2018-04-10","90 days","4.22900"
"2018-04-10","9 months","4.46660"
"2018-04-10","14 days","3.69300"
"2018-04-10","7 days","2.80700"
"2018-04-10","30 days","3.91500"
"2018-04-10","6 months","4.39400"
"2018-04-10","1 day","2.55100"
"2018-04-10","1 year","4.54200"
"2018-04-11","1 year","4.53800"
"2018-04-11","1 day","2.56100"
"2018-04-11","14 days","3.68400"
"2018-04-11","30 days","3.87100"
"2018-04-11","9 months","4.45900"
"2018-04-11","6 months","4.38000"
"2018-04-11","7 days","2.80400"
"2018-04-11","90 days","4.20900"
"2018-04-12","14 days","3.67400"
"2018-04-12","6 months","4.36700"
"2018-04-12","9 months","4.45300"
"2018-04-12","90 days","4.19900"
"2018-04-12","7 days","2.80000"
"2018-04-12","30 days","3.84200"
"2018-04-12","1 day","2.55700"
"2018-04-12","1 year","4.53600"
"2018-04-13","1 day","2.55700"
"2018-04-13","1 year","4.53500"
"2018-04-13","9 months","4.45100"
"2018-04-13","90 days","4.17900"
"2018-04-13","14 days","3.67100"
"2018-04-13","30 days","3.82500"
"2018-04-13","7 days","2.79800"
"2018-04-13","6 months","4.35600"
"2018-04-16","90 days","4.17300"
"2018-04-16","9 months","4.44800"
"2018-04-16","14 days","3.67600"
"2018-04-16","7 days","2.80200"
"2018-04-16","30 days","3.82100"
"2018-04-16","6 months","4.35100"
"2018-04-16","1 day","2.58200"
"2018-04-16","1 year","4.53400"
"2018-04-17","1 year","4.53700"
"2018-04-17","1 day","2.66500"
"2018-04-17","14 days","3.71500"
"2018-04-17","30 days","3.83400"
"2018-04-17","9 months","4.44400"
"2018-04-17","6 months","4.35100"
"2018-04-17","7 days","2.84300"
"2018-04-17","90 days","4.17400"
"2018-04-18","14 days","3.74800"
"2018-04-18","6 months","4.31300"
"2018-04-18","9 months","4.41500"
"2018-04-18","90 days","4.10300"
"2018-04-18","7 days","2.85800"
"2018-04-18","30 days","3.82100"
"2018-04-18","1 day","2.67900"
"2018-04-18","1 year","4.50000"
"2018-04-19","1 day","2.73300"
"2018-04-19","1 year","4.44800"
"2018-04-19","9 months","4.37800"
"2018-04-19","90 days","4.05000"
"2018-04-19","14 days","3.78200"
"2018-04-19","30 days","3.79100"
"2018-04-19","7 days","2.88400"
"2018-04-19","6 months","4.27500"
"2018-04-20","90 days","4.01700"
"2018-04-20","9 months","4.35300"
"2018-04-20","14 days","3.80000"
"2018-04-20","7 days","2.89300"
"2018-04-20","30 days","3.76100"
"2018-04-20","6 months","4.23800"
"2018-04-20","1 day","2.74700"
"2018-04-20","1 year","4.41900"
"2018-04-23","1 year","4.40900"
"2018-04-23","1 day","2.72400"
"2018-04-23","14 days","3.80700"
"2018-04-23","30 days","3.75100"
"2018-04-23","9 months","4.33600"
"2018-04-23","6 months","4.21100"
"2018-04-23","7 days","2.90000"
"2018-04-23","90 days","4.00400"
"2018-04-24","14 days","3.81900"
"2018-04-24","6 months","4.19300"
"2018-04-24","9 months","4.32600"
"2018-04-24","90 days","3.99100"
"2018-04-24","7 days","2.90700"
"2018-04-24","30 days","3.74800"
"2018-04-24","1 day","2.73600"
"2018-04-24","1 year","4.39400"
"2018-04-25","1 day","2.72800"
"2018-04-25","1 year","4.38000"
"2018-04-25","9 months","4.31700"
"2018-04-25","90 days","3.98400"
"2018-04-25","14 days","3.82100"
"2018-04-25","30 days","3.78000"
"2018-04-25","7 days","2.91100"
"2018-04-25","6 months","4.18500"
"2018-04-26","14 days","3.82800"
"2018-04-26","30 days","3.86500"
"2018-04-26","6 months","4.18300"
"2018-04-26","7 days","2.92500"
"2018-04-26","90 days","3.99200"
"2018-04-26","9 months","4.31500"
"2018-04-26","1 day","2.76500"
"2018-04-26","1 year","4.38300"
"2018-04-27","1 year","4.38500"
"2018-04-27","9 months","4.31300"
"2018-04-27","30 days","3.89900"
"2018-04-27","7 days","2.97800"
"2018-04-27","90 days","4.00700"
"2018-04-27","6 months","4.18400"
"2018-04-27","1 day","2.92100"
"2018-04-27","14 days","3.86000"
"2018-04-28","14 days","3.86800"
"2018-04-28","1 day","2.82400"
"2018-04-28","30 days","3.90000"
"2018-04-28","6 months","4.18000"
"2018-04-28","7 days","2.97200"
"2018-04-28","9 months","4.30900"
"2018-04-28","90 days","4.00500"
"2018-04-28","1 year","4.38200"
"2018-05-02","90 days","4.00300"
"2018-05-02","7 days","2.89200"
"2018-05-02","1 year","4.37600"
"2018-05-02","9 months","4.30600"
"2018-05-02","14 days","3.82400"
"2018-05-02","1 day","2.72000"
"2018-05-02","30 days","3.89300"
"2018-05-02","6 months","4.17400"
"2018-05-03","14 days","3.78300"
"2018-05-03","6 months","4.16200"
"2018-05-03","7 days","2.85200"
"2018-05-03","1 day","2.68100"
"2018-05-03","1 year","4.36400"
"2018-05-03","30 days","3.87000"
"2018-05-03","90 days","3.99300"
"2018-05-03","9 months","4.29600"
"2018-05-04","90 days","3.99300"
"2018-05-04","9 months","4.29100"
"2018-05-04","1 day","2.59400"
"2018-05-04","6 months","4.15400"
"2018-05-04","30 days","3.85100"
"2018-05-04","1 year","4.35700"
"2018-05-04","7 days","2.80600"
"2018-05-04","14 days","3.73530"
"2018-05-07","7 days","2.76800"
"2018-05-07","30 days","3.84000"
"2018-05-07","14 days","3.69200"
"2018-05-07","90 days","3.99430"
"2018-05-07","9 months","4.28500"
"2018-05-07","6 months","4.15000"
"2018-05-07","1 year","4.34900"
"2018-05-07","1 day","2.58200"
"2018-05-08","9 months","4.28250"
"2018-05-08","30 days","3.82900"
"2018-05-08","6 months","4.15100"
"2018-05-08","90 days","3.99940"
"2018-05-08","1 year","4.34800"
"2018-05-08","14 days","3.66300"
"2018-05-08","7 days","2.75100"
"2018-05-08","1 day","2.57500"
"2018-05-09","14 days","3.63900"
"2018-05-09","90 days","4.01300"
"2018-05-09","9 months","4.27800"
"2018-05-09","6 months","4.15200"
"2018-05-09","7 days","2.73400"
"2018-05-09","1 day","2.52000"
"2018-05-09","1 year","4.34600"
"2018-05-09","30 days","3.81600"
"2018-05-10","90 days","4.03400"
"2018-05-10","9 months","4.28200"
"2018-05-10","1 day","2.50900"
"2018-05-10","6 months","4.15200"
"2018-05-10","30 days","3.80600"
"2018-05-10","1 year","4.34600"
"2018-05-10","7 days","2.72300"
"2018-05-10","14 days","3.62100"
"2018-05-11","7 days","2.71300"
"2018-05-11","30 days","3.79900"
"2018-05-11","14 days","3.60600"
"2018-05-11","90 days","4.05000"
"2018-05-11","9 months","4.28500"
"2018-05-11","6 months","4.15500"
"2018-05-11","1 year","4.34800"
"2018-05-11","1 day","2.48700"
"2018-05-14","9 months","4.28900"
"2018-05-14","30 days","3.80100"
"2018-05-14","6 months","4.16200"
"2018-05-14","90 days","4.06000"
"2018-05-14","1 year","4.35300"
"2018-05-14","14 days","3.59400"
"2018-05-14","7 days","2.73800"
"2018-05-14","1 day","2.58000"
"2018-05-15","14 days","3.61100"
"2018-05-15","90 days","4.07200"
"2018-05-15","9 months","4.29700"
"2018-05-15","6 months","4.17200"
"2018-05-15","7 days","2.77300"
"2018-05-15","1 day","2.64100"
"2018-05-15","1 year","4.35500"
"2018-05-15","30 days","3.81300"
"2018-05-16","90 days","4.08200"
"2018-05-16","9 months","4.30400"
"2018-05-16","1 day","2.76600"
"2018-05-16","6 months","4.18800"
"2018-05-16","30 days","3.82500"
"2018-05-16","1 year","4.36300"
"2018-05-16","7 days","2.83500"
"2018-05-16","14 days","3.64900"
"2018-05-17","7 days","2.80300"
"2018-05-17","30 days","3.83100"
"2018-05-17","14 days","3.64900"
"2018-05-17","90 days","4.10100"
"2018-05-17","6 months","4.19400"
"2018-05-17","1 year","4.36600"
"2018-05-17","1 day","2.59700"
"2018-05-17","9 months","4.30600"
"2018-05-18","14 days","3.65600"
"2018-05-18","6 months","4.20200"
"2018-05-18","7 days","2.76800"
"2018-05-18","1 year","4.37000"
"2018-05-18","30 days","3.83300"
"2018-05-18","1 day","2.56300"
"2018-05-18","90 days","4.14700"
"2018-05-18","9 months","4.30900"
"2018-05-21","1 day","2.52700"
"2018-05-21","1 year","4.37100"
"2018-05-21","6 months","4.20700"
"2018-05-21","14 days","3.66900"
"2018-05-21","30 days","3.83200"
"2018-05-21","90 days","4.15100"
"2018-05-21","7 days","2.75600"
"2018-05-21","9 months","4.30900"
"2018-05-22","1 year","4.37100"
"2018-05-22","30 days","3.83800"
"2018-05-22","14 days","3.67300"
"2018-05-22","1 day","2.52500"
"2018-05-22","6 months","4.20700"
"2018-05-22","7 days","2.75500"
"2018-05-22","9 months","4.30700"
"2018-05-22","90 days","4.16000"
"2018-05-23","1 year","4.37300"
"2018-05-23","1 day","2.53000"
"2018-05-23","14 days","3.67900"
"2018-05-23","30 days","3.84100"
"2018-05-23","90 days","4.17300"
"2018-05-23","6 months","4.21100"
"2018-05-23","7 days","2.75200"
"2018-05-23","9 months","4.30900"
"2018-05-24","14 days","3.68000"
"2018-05-24","6 months","4.21500"
"2018-05-24","7 days","2.75100"
"2018-05-24","1 year","4.37100"
"2018-05-24","30 days","3.84500"
"2018-05-24","1 day","2.53000"
"2018-05-24","90 days","4.19300"
"2018-05-24","9 months","4.31100"
"2018-05-25","1 day","2.52800"
"2018-05-25","1 year","4.37300"
"2018-05-25","6 months","4.22900"
"2018-05-25","14 days","3.68700"
"2018-05-25","30 days","3.84700"
"2018-05-25","90 days","4.21500"
"2018-05-25","7 days","2.79400"
"2018-05-25","9 months","4.31500"
"2018-05-28","1 year","4.37600"
"2018-05-28","30 days","3.84000"
"2018-05-28","14 days","3.69000"
"2018-05-28","1 day","2.53300"
"2018-05-28","6 months","4.24300"
"2018-05-28","7 days","2.80600"
"2018-05-28","9 months","4.31800"
"2018-05-28","90 days","4.24200"
"2018-05-29","7 days","2.84800"
"2018-05-29","90 days","4.28200"
"2018-05-29","1 year","4.38100"
"2018-05-29","30 days","3.85000"
"2018-05-29","6 months","4.26500"
"2018-05-29","9 months","4.32600"
"2018-05-29","14 days","3.71500"
"2018-05-29","1 day","2.74200"
"2018-05-30","1 day","2.88400"
"2018-05-30","30 days","3.87200"
"2018-05-30","7 days","2.89500"
"2018-05-30","6 months","4.28900"
"2018-05-30","14 days","3.72900"
"2018-05-30","9 months","4.33000"
"2018-05-30","90 days","4.31200"
"2018-05-30","1 year","4.38500"
"2018-05-31","6 months","4.29600"
"2018-05-31","9 months","4.33300"
"2018-05-31","1 year","4.38800"
"2018-05-31","90 days","4.32900"
"2018-05-31","14 days","3.73500"
"2018-05-31","7 days","2.89800"
"2018-05-31","1 day","2.83100"
"2018-05-31","30 days","3.90500"
"2018-06-04","7 days","2.81800"
"2018-06-04","90 days","4.34100"
"2018-06-04","1 year","4.39300"
"2018-06-04","1 day","2.59900"
"2018-06-04","9 months","4.34000"
"2018-06-04","6 months","4.30700"
"2018-06-04","14 days","3.72700"
"2018-06-04","30 days","3.99300"
"2018-06-05","30 days","4.02500"
"2018-06-05","1 day","2.58400"
"2018-06-05","9 months","4.34300"
"2018-06-05","7 days","2.80200"
"2018-06-05","90 days","4.34600"
"2018-06-05","14 days","3.71300"
"2018-06-05","1 year","4.39400"
"2018-06-05","6 months","4.30800"
"2018-06-06","7 days","2.79200"
"2018-06-06","90 days","4.35400"
"2018-06-06","1 year","4.39400"
"2018-06-06","6 months","4.30700"
"2018-06-06","9 months","4.34300"
"2018-06-06","14 days","3.68900"
"2018-06-06","30 days","4.04200"
"2018-06-06","1 day","2.56200"
"2018-06-07","6 months","4.30700"
