"SgnDate","Term_EN","Shibor"
"2019-12-03","1 day","2.13200"
"2019-12-03","1 year","3.12200"
"2019-12-03","90 days","3.01500"
"2019-12-03","9 months","3.07100"
"2019-12-04","9 months","3.07200"
"2019-12-04","30 days","2.79900"
"2019-12-04","6 months","3.05000"
"2019-12-04","90 days","3.01900"
"2019-12-04","14 days","2.35000"
"2019-12-04","1 day","1.97100"
"2019-12-04","7 days","2.42600"
"2019-12-04","1 year","3.12100"
"2019-12-05","90 days","3.02200"
"2019-12-05","9 months","3.07300"
"2019-12-05","14 days","2.31700"
"2019-12-05","7 days","2.43300"
"2019-12-05","1 day","1.90600"
"2019-12-05","1 year","3.12100"
"2019-12-05","6 months","3.05000"
"2019-12-05","30 days","2.81100"
"2019-12-09","90 days","3.02500"
"2019-12-09","30 days","2.84100"
"2019-12-09","9 months","3.07400"
"2019-12-09","1 year","3.12300"
"2019-12-09","1 day","2.34500"
"2019-12-09","6 months","3.05000"
"2019-12-09","14 days","2.42900"
"2019-12-09","7 days","2.50600"
"2019-12-10","6 months","3.05000"
"2019-12-10","30 days","2.85800"
"2019-12-10","7 days","2.45000"
"2019-12-10","14 days","2.43500"
"2019-12-10","1 day","2.19800"
"2019-12-10","1 year","3.12200"
"2019-12-10","90 days","3.02800"
"2019-12-10","9 months","3.07500"
"2019-12-11","9 months","3.07600"
"2019-12-11","30 days","2.87100"
"2019-12-11","6 months","3.05000"
"2019-12-11","90 days","3.03000"
"2019-12-11","14 days","2.40800"
"2019-12-11","1 day","2.08100"
"2019-12-11","7 days","2.49300"
"2019-12-11","1 year","3.12300"
"2019-12-12","90 days","3.03050"
"2019-12-12","9 months","3.07900"
"2019-12-12","14 days","2.36900"
"2019-12-12","7 days","2.43100"
"2019-12-12","1 day","2.05300"
"2019-12-12","1 year","3.12200"
"2019-12-12","6 months","3.05000"
"2019-12-12","30 days","2.89100"
"2019-12-13","90 days","3.03250"
"2019-12-13","30 days","2.91300"
"2019-12-13","9 months","3.08100"
"2019-12-13","1 year","3.12200"
"2019-12-13","1 day","2.13300"
"2019-12-13","6 months","3.05100"
"2019-12-13","14 days","2.44300"
"2019-12-13","7 days","2.47400"
"2019-12-16","6 months","3.05340"
"2019-12-16","30 days","2.93040"
"2019-12-16","7 days","2.53150"
"2019-12-16","14 days","2.43900"
"2019-12-16","1 day","2.43700"
"2019-12-16","1 year","3.12200"
"2019-12-16","9 months","3.08240"
"2019-12-16","90 days","3.03240"
"2019-12-17","9 months","3.08400"
"2019-12-17","14 days","2.43000"
"2019-12-17","1 day","2.50600"
"2019-12-17","7 days","2.58800"
"2019-12-17","90 days","3.03600"
"2019-12-17","1 year","3.12300"
"2019-12-17","30 days","2.94200"
"2019-12-17","6 months","3.05600"
"2019-12-18","9 months","3.08700"
"2019-12-18","90 days","3.04000"
"2019-12-18","1 day","2.48500"
"2019-12-18","14 days","2.53700"
"2019-12-18","1 year","3.12400"
"2019-12-18","30 days","2.95900"
"2019-12-18","6 months","3.05900"
"2019-12-18","7 days","2.58500"
"2019-12-19","14 days","2.91100"
"2019-12-19","90 days","3.04300"
"2019-12-19","1 year","3.12400"
"2019-12-19","30 days","2.97600"
"2019-12-19","6 months","3.06000"
"2019-12-19","9 months","3.09100"
"2019-12-19","1 day","2.05750"
"2019-12-19","7 days","2.55900"
"2019-12-20","7 days","2.52900"
"2019-12-20","6 months","3.05900"
"2019-12-20","30 days","2.99700"
"2019-12-20","1 year","3.12200"
"2019-12-20","90 days","3.04100"
"2019-12-20","1 day","1.81400"
"2019-12-20","9 months","3.08800"
"2019-12-20","14 days","2.95200"
"2019-12-23","7 days","2.45300"
"2019-12-23","9 months","3.08500"
"2019-12-23","14 days","2.90800"
"2019-12-23","6 months","3.05700"
"2019-12-23","90 days","3.04000"
"2019-12-23","1 day","1.55700"
"2019-12-23","1 year","3.12000"
"2019-12-23","30 days","2.99800"
"2019-12-24","14 days","2.97600"
"2019-12-24","7 days","2.45000"
"2019-12-24","6 months","3.05550"
"2019-12-24","9 months","3.08450"
"2019-12-24","1 day","1.11400"
"2019-12-24","30 days","2.99600"
"2019-12-24","1 year","3.11450"
"2019-12-24","90 days","3.03350"
"2019-12-25","9 months","3.08150"
"2019-12-25","1 day","0.94300"
"2019-12-25","7 days","2.54900"
"2019-12-25","90 days","3.03250"
"2019-12-25","1 year","3.11400"
"2019-12-25","30 days","2.99850"
"2019-12-25","6 months","3.05400"
"2019-12-25","14 days","2.97500"
"2019-12-26","9 months","3.07850"
"2019-12-26","14 days","2.90000"
"2019-12-26","7 days","2.60700"
"2019-12-26","6 months","3.04900"
"2019-12-26","30 days","2.99550"
"2019-12-26","1 year","3.11100"
"2019-12-26","90 days","3.02950"
"2019-12-26","1 day","0.84800"
"2019-12-27","6 months","3.04800"
"2019-12-27","90 days","3.02550"
"2019-12-27","1 day","1.07500"
"2019-12-27","1 year","3.10500"
"2019-12-27","7 days","2.57900"
"2019-12-27","9 months","3.07700"
"2019-12-27","14 days","2.89700"
"2019-12-27","30 days","2.99100"
"2019-12-30","6 months","3.04600"
"2019-12-30","9 months","3.07300"
"2019-12-30","1 day","1.20000"
"2019-12-30","30 days","2.97550"
"2019-12-30","1 year","3.10150"
"2019-12-30","90 days","3.02100"
"2019-12-30","14 days","2.82500"
"2019-12-30","7 days","2.61800"
"2019-12-31","14 days","2.90500"
"2019-12-31","7 days","2.73700"
"2019-12-31","90 days","3.02000"
"2019-12-31","1 year","3.10050"
"2019-12-31","30 days","2.97850"
"2019-12-31","6 months","3.04600"
"2019-12-31","9 months","3.07300"
"2019-12-31","1 day","1.69400"
"2020-01-02","7 days","2.43300"
"2020-01-02","6 months","3.01900"
"2020-01-02","30 days","2.89750"
"2020-01-02","1 year","3.08600"
"2020-01-02","90 days","2.99400"
"2020-01-02","1 day","1.44360"
"2020-01-02","9 months","3.05200"
"2020-01-02","14 days","2.33400"
"2020-01-03","14 days","2.19000"
"2020-01-03","6 months","2.99500"
"2020-01-03","1 day","1.16200"
"2020-01-03","1 year","3.07100"
"2020-01-03","30 days","2.84200"
"2020-01-03","7 days","2.34900"
"2020-01-03","90 days","2.96000"
"2020-01-03","9 months","3.02800"
"2020-01-06","7 days","2.21900"
"2020-01-06","14 days","2.09100"
"2020-01-06","90 days","2.92000"
"2020-01-06","9 months","3.00500"
"2020-01-06","1 year","3.05000"
"2020-01-06","30 days","2.74700"
"2020-01-06","6 months","2.96000"
"2020-01-06","1 day","1.00300"
"2020-01-07","1 year","3.04000"
"2020-01-07","6 months","2.94300"
"2020-01-07","90 days","2.89900"
"2020-01-07","14 days","2.17600"
"2020-01-07","1 day","1.21500"
"2020-01-07","7 days","2.25900"
"2020-01-07","9 months","2.99200"
"2020-01-07","30 days","2.70000"
"2020-01-08","14 days","2.16000"
"2020-01-08","90 days","2.88100"
"2020-01-08","9 months","2.98300"
"2020-01-08","1 day","1.55300"
"2020-01-08","1 year","3.03200"
"2020-01-08","30 days","2.63800"
"2020-01-08","7 days","2.32000"
"2020-01-08","6 months","2.93000"
"2020-01-09","1 day","1.69000"
"2020-01-09","30 days","2.60900"
"2020-01-09","1 year","3.02100"
"2020-01-09","6 months","2.92100"
"2020-01-09","7 days","2.47000"
"2020-01-09","14 days","2.14700"
"2020-01-09","90 days","2.86700"
"2020-01-09","9 months","2.97400"
"2020-01-10","14 days","2.29000"
"2020-01-10","90 days","2.86400"
"2020-01-10","9 months","2.97200"
"2020-01-10","30 days","2.61900"
"2020-01-10","6 months","2.92000"
"2020-01-10","7 days","2.48700"
"2020-01-10","1 day","1.77220"
"2020-01-10","1 year","3.01500"
"2020-01-13","1 year","3.01400"
"2020-01-13","6 months","2.91500"
"2020-01-13","90 days","2.85800"
"2020-01-13","7 days","2.52200"
"2020-01-13","14 days","2.51000"
"2020-01-13","1 day","2.05900"
"2020-01-13","9 months","2.96600"
"2020-01-13","30 days","2.61900"
"2020-01-14","90 days","2.86200"
"2020-01-14","9 months","2.96900"
"2020-01-14","14 days","2.73500"
"2020-01-14","30 days","2.70600"
"2020-01-14","7 days","2.65400"
"2020-01-14","1 day","2.51800"
"2020-01-14","1 year","3.01300"
"2020-01-14","6 months","2.91500"
"2020-01-15","1 day","2.65400"
"2020-01-15","30 days","2.79900"
"2020-01-15","1 year","3.01200"
"2020-01-15","6 months","2.91800"
"2020-01-15","7 days","2.71700"
"2020-01-15","14 days","3.01300"
"2020-01-15","90 days","2.86500"
"2020-01-15","9 months","2.97000"
"2020-01-16","14 days","2.96900"
"2020-01-16","30 days","2.80000"
"2020-01-16","90 days","2.86800"
"2020-01-16","1 day","2.60900"
"2020-01-16","1 year","3.00700"
"2020-01-16","7 days","2.66300"
"2020-01-16","6 months","2.91800"
"2020-01-16","9 months","2.96500"
"2020-01-17","30 days","2.80800"
"2020-01-17","7 days","2.64000"
"2020-01-17","90 days","2.86800"
"2020-01-17","14 days","2.94300"
"2020-01-17","1 day","2.52200"
"2020-01-17","9 months","2.96500"
"2020-01-17","6 months","2.91800"
"2020-01-17","1 year","3.00500"
"2020-01-19","1 year","2.99700"
"2020-01-19","7 days","2.60800"
"2020-01-19","1 day","2.41300"
"2020-01-19","14 days","2.85600"
"2020-01-19","6 months","2.91700"
"2020-01-19","9 months","2.95700"
"2020-01-19","30 days","2.80400"
"2020-01-19","90 days","2.86300"
"2020-01-20","90 days","2.86000"
"2020-01-20","30 days","2.81300"
"2020-01-20","6 months","2.91400"
"2020-01-20","14 days","2.87700"
"2020-01-20","1 day","2.24800"
"2020-01-20","1 year","2.99700"
"2020-01-20","7 days","2.60700"
"2020-01-20","9 months","2.95400"
"2020-01-21","30 days","2.81600"
"2020-01-21","1 year","2.99500"
"2020-01-21","1 day","1.88500"
"2020-01-21","14 days","2.83700"
"2020-01-21","6 months","2.91000"
"2020-01-21","9 months","2.95300"
"2020-01-21","7 days","2.60100"
"2020-01-21","90 days","2.85900"
"2020-01-22","30 days","2.82000"
"2020-01-22","7 days","2.60700"
"2020-01-22","90 days","2.85800"
"2020-01-22","1 year","2.99500"
"2020-01-22","9 months","2.95000"
"2020-01-22","6 months","2.91200"
"2020-01-22","14 days","2.81400"
"2020-01-22","1 day","1.53400"
"2020-01-23","30 days","2.82200"
"2020-01-23","90 days","2.85800"
"2020-01-23","1 year","2.99500"
"2020-01-23","7 days","2.54900"
"2020-01-23","1 day","2.44400"
"2020-01-23","14 days","2.79700"
"2020-01-23","6 months","2.91400"
"2020-01-23","9 months","2.95100"
"2020-02-03","7 days","2.60700"
"2020-02-03","9 months","2.94000"
"2020-02-03","30 days","2.80600"
"2020-02-03","6 months","2.90300"
"2020-02-03","14 days","2.62000"
"2020-02-03","1 day","2.50400"
"2020-02-03","1 year","2.98000"
"2020-02-03","90 days","2.85200"
"2020-02-04","7 days","2.41600"
"2020-02-04","90 days","2.82400"
"2020-02-04","30 days","2.76000"
"2020-02-04","1 year","2.95900"
"2020-02-04","1 day","2.27300"
"2020-02-04","14 days","2.58500"
"2020-02-04","6 months","2.87700"
"2020-02-04","9 months","2.91000"
"2020-02-05","1 year","2.93600"
"2020-02-05","9 months","2.89400"
"2020-02-05","6 months","2.85300"
"2020-02-05","14 days","2.43500"
"2020-02-05","30 days","2.69600"
"2020-02-05","7 days","2.34300"
"2020-02-05","90 days","2.79900"
"2020-02-05","1 day","2.05100"
"2020-02-06","1 year","2.91300"
"2020-02-06","7 days","2.36600"
"2020-02-06","1 day","1.81900"
"2020-02-06","14 days","2.34500"
"2020-02-06","6 months","2.83300"
"2020-02-06","9 months","2.87500"
"2020-02-06","30 days","2.65100"
"2020-02-06","90 days","2.77600"
"2020-02-07","90 days","2.75300"
"2020-02-07","30 days","2.62800"
"2020-02-07","6 months","2.81000"
"2020-02-07","14 days","2.29200"
"2020-02-07","1 day","1.79300"
"2020-02-07","1 year","2.89700"
"2020-02-07","7 days","2.30600"
"2020-02-07","9 months","2.84300"
"2020-02-10","1 year","2.87700"
"2020-02-10","1 day","1.65200"
"2020-02-10","14 days","2.23000"
"2020-02-10","6 months","2.78700"
"2020-02-10","30 days","2.57700"
"2020-02-10","90 days","2.72300"
"2020-02-10","9 months","2.82300"
"2020-02-10","7 days","2.28900"
"2020-02-11","6 months","2.75800"
"2020-02-11","7 days","2.22500"
"2020-02-11","9 months","2.80100"
"2020-02-11","90 days","2.67900"
"2020-02-11","1 day","1.56000"
"2020-02-11","30 days","2.52700"
"2020-02-11","14 days","2.14100"
"2020-02-11","1 year","2.85600"
"2020-02-12","6 months","2.72300"
"2020-02-12","7 days","2.28600"
"2020-02-12","1 day","1.52100"
"2020-02-12","14 days","2.11000"
"2020-02-12","1 year","2.84500"
"2020-02-12","30 days","2.49500"
"2020-02-12","90 days","2.63900"
"2020-02-12","9 months","2.78300"
"2020-02-13","1 day","1.44300"
"2020-02-13","1 year","2.83400"
"2020-02-13","30 days","2.45400"
"2020-02-13","90 days","2.60500"
"2020-02-13","9 months","2.76300"
"2020-02-13","14 days","2.12600"
"2020-02-13","6 months","2.69100"
"2020-02-13","7 days","2.32400"
"2020-02-14","7 days","2.23300"
"2020-02-14","1 day","1.25600"
"2020-02-14","14 days","2.10300"
"2020-02-14","1 year","2.81700"
"2020-02-14","6 months","2.66400"
"2020-02-14","30 days","2.41600"
"2020-02-14","90 days","2.56500"
"2020-02-14","9 months","2.74400"
"2020-02-17","30 days","2.40000"
"2020-02-17","14 days","2.12900"
"2020-02-17","1 year","2.80700"
"2020-02-17","6 months","2.65100"
"2020-02-17","7 days","2.26100"
"2020-02-17","9 months","2.72700"
"2020-02-17","90 days","2.54500"
"2020-02-17","1 day","1.42500"
"2020-02-18","1 day","1.50300"
"2020-02-18","14 days","2.11700"
"2020-02-18","1 year","2.78600"
"2020-02-18","30 days","2.38700"
"2020-02-18","90 days","2.52500"
"2020-02-18","9 months","2.71000"
"2020-02-18","6 months","2.63300"
"2020-02-18","7 days","2.29300"
"2020-02-19","6 months","2.61800"
"2020-02-19","7 days","2.26800"
"2020-02-19","14 days","2.13400"
"2020-02-19","1 day","1.62600"
"2020-02-19","1 year","2.77300"
"2020-02-19","30 days","2.37100"
"2020-02-19","90 days","2.51000"
"2020-02-19","9 months","2.70400"
"2020-02-20","14 days","2.11500"
"2020-02-20","1 year","2.76700"
"2020-02-20","6 months","2.61000"
"2020-02-20","30 days","2.35900"
"2020-02-20","90 days","2.50000"
"2020-02-20","7 days","2.30800"
"2020-02-20","1 day","1.40300"
"2020-02-20","9 months","2.69700"
"2020-02-21","30 days","2.34300"
"2020-02-21","14 days","2.11100"
"2020-02-21","1 year","2.76000"
"2020-02-21","1 day","1.35500"
"2020-02-21","90 days","2.48900"
"2020-02-21","7 days","2.24500"
"2020-02-21","9 months","2.69200"
"2020-02-21","6 months","2.60500"
"2020-02-22","14 days","1.29600"
"2020-02-22","1 day","0.90100"
"2020-02-22","90 days","1.39100"
"2020-02-22","7 days","1.57600"
"2020-02-22","1 year","1.67600"
"2020-02-22","6 months","1.48400"
"2020-02-22","9 months","1.57800"
"2020-02-22","30 days","1.30000"
"2020-02-24","7 days","2.17600"
"2020-02-24","9 months","2.68800"
"2020-02-24","1 year","2.75500"
"2020-02-24","30 days","2.33000"
"2020-02-24","6 months","2.60100"
"2020-02-24","14 days","2.10300"
"2020-02-24","90 days","2.47600"
"2020-02-24","1 day","1.53300"
"2020-02-25","14 days","2.08400"
"2020-02-25","1 day","1.60200"
"2020-02-25","90 days","2.45900"
"2020-02-25","7 days","2.20300"
"2020-02-25","1 year","2.75200"
"2020-02-25","6 months","2.59000"
"2020-02-25","30 days","2.31800"
"2020-02-25","9 months","2.67300"
"2020-02-26","14 days","2.07300"
"2020-02-26","1 year","2.74400"
"2020-02-26","1 day","1.49900"
"2020-02-26","90 days","2.44200"
"2020-02-26","9 months","2.66000"
"2020-02-26","30 days","2.30600"
"2020-02-26","6 months","2.57700"
"2020-02-26","7 days","2.18300"
"2020-02-27","90 days","2.43300"
"2020-02-27","14 days","2.08600"
"2020-02-27","7 days","2.19200"
"2020-02-27","6 months","2.56400"
"2020-02-27","30 days","2.30100"
"2020-02-27","9 months","2.64800"
"2020-02-27","1 year","2.74000"
"2020-02-27","1 day","1.34700"
"2020-02-28","14 days","2.09200"
"2020-02-28","90 days","2.42900"
"2020-02-28","1 day","1.62800"
"2020-02-28","6 months","2.56000"
"2020-02-28","7 days","2.37400"
"2020-02-28","9 months","2.64200"
"2020-02-28","1 year","2.73500"
"2020-02-28","30 days","2.30100"
"2020-03-02","7 days","2.12900"
"2020-03-02","1 year","2.72200"
"2020-03-02","6 months","2.54800"
"2020-03-02","30 days","2.27000"
"2020-03-02","9 months","2.63500"
"2020-03-02","14 days","2.05100"
"2020-03-02","1 day","1.71400"
"2020-03-02","90 days","2.40800"
"2020-03-03","1 day","1.62200"
"2020-03-03","14 days","1.99000"
"2020-03-03","1 year","2.70600"
"2020-03-03","90 days","2.37500"
"2020-03-03","9 months","2.61400"
"2020-03-03","30 days","2.22900"
"2020-03-03","6 months","2.52800"
"2020-03-03","7 days","2.09400"
"2020-03-04","1 day","1.46200"
"2020-03-04","90 days","2.33200"
"2020-03-04","14 days","1.96400"
"2020-03-04","7 days","2.05200"
"2020-03-04","6 months","2.49900"
"2020-03-04","30 days","2.17400"
"2020-03-04","9 months","2.58100"
"2020-03-04","1 year","2.67900"
"2020-03-05","7 days","2.08900"
"2020-03-05","9 months","2.55300"
"2020-03-05","1 year","2.65100"
"2020-03-05","30 days","2.15000"
"2020-03-05","6 months","2.46700"
"2020-03-05","14 days","1.94900"
"2020-03-05","90 days","2.29000"
"2020-03-05","1 day","1.45000"
"2020-03-06","14 days","1.91200"
"2020-03-06","1 day","1.36200"
"2020-03-06","90 days","2.25800"
"2020-03-06","7 days","2.03500"
"2020-03-06","1 year","2.61600"
"2020-03-06","6 months","2.42700"
"2020-03-06","30 days","2.12600"
"2020-03-06","9 months","2.51600"
"2020-03-09","14 days","1.90500"
"2020-03-09","1 year","2.59100"
"2020-03-09","1 day","1.58800"
"2020-03-09","30 days","2.11500"
"2020-03-09","6 months","2.40700"
"2020-03-09","7 days","2.07400"
"2020-03-09","90 days","2.23800"
"2020-03-09","9 months","2.49400"
"2020-03-10","14 days","1.97900"
"2020-03-10","1 day","2.01400"
"2020-03-10","1 year","2.58600"
"2020-03-10","30 days","2.13200"
"2020-03-10","6 months","2.39100"
"2020-03-10","7 days","2.24100"
"2020-03-10","90 days","2.22500"
"2020-03-10","9 months","2.48100"
"2020-03-11","1 year","2.55700"
"2020-03-11","30 days","2.14500"
"2020-03-11","6 months","2.37900"
"2020-03-11","7 days","2.30000"
"2020-03-11","9 months","2.47000"
"2020-03-11","90 days","2.22400"
"2020-03-11","14 days","2.03900"
"2020-03-11","1 day","2.11800"
"2020-03-12","14 days","2.03500"
"2020-03-12","1 year","2.53400"
"2020-03-12","1 day","1.66400"
"2020-03-12","30 days","2.13000"
"2020-03-12","6 months","2.36500"
"2020-03-12","90 days","2.22300"
"2020-03-12","7 days","2.30900"
"2020-03-12","9 months","2.45000"
"2020-03-13","14 days","1.99300"
"2020-03-13","1 day","1.41400"
"2020-03-13","1 year","2.51300"
"2020-03-13","30 days","2.11900"
"2020-03-13","6 months","2.35900"
"2020-03-13","7 days","2.25200"
"2020-03-13","90 days","2.20200"
"2020-03-13","9 months","2.43800"
"2020-03-16","14 days","1.96900"
"2020-03-16","1 day","1.23100"
"2020-03-16","1 year","2.49100"
"2020-03-16","30 days","2.09300"
"2020-03-16","6 months","2.33000"
"2020-03-16","7 days","2.19900"
"2020-03-16","90 days","2.17500"
"2020-03-16","9 months","2.41800"
"2020-03-17","1 year","2.48200"
"2020-03-17","30 days","2.06300"
"2020-03-17","6 months","2.29500"
"2020-03-17","7 days","1.89600"
"2020-03-17","9 months","2.40000"
"2020-03-17","90 days","2.14500"
"2020-03-17","14 days","1.85000"
"2020-03-17","1 day","1.08300"
"2020-03-18","14 days","1.77400"
"2020-03-18","1 year","2.46400"
"2020-03-18","1 day","0.96300"
"2020-03-18","30 days","2.03200"
"2020-03-18","6 months","2.26300"
"2020-03-18","90 days","2.12000"
"2020-03-18","7 days","1.75100"
"2020-03-18","9 months","2.38700"
"2020-03-19","14 days","1.73200"
"2020-03-19","1 day","0.84600"
"2020-03-19","1 year","2.45100"
"2020-03-19","30 days","2.00800"
"2020-03-19","6 months","2.24200"
"2020-03-19","7 days","1.89300"
"2020-03-19","90 days","2.10400"
"2020-03-19","9 months","2.36200"
"2020-03-20","14 days","1.77400"
"2020-03-20","1 day","0.79500"
"2020-03-20","1 year","2.43800"
"2020-03-20","30 days","1.99300"
"2020-03-20","6 months","2.21800"
"2020-03-20","7 days","1.94500"
"2020-03-20","90 days","2.08700"
"2020-03-20","9 months","2.34200"
"2020-03-23","90 days","2.07200"
"2020-03-23","14 days","1.73200"
"2020-03-23","7 days","1.80500"
"2020-03-23","6 months","2.19100"
"2020-03-23","30 days","1.96200"
"2020-03-23","9 months","2.31200"
"2020-03-23","1 year","2.41000"
"2020-03-23","1 day","0.84500"
"2020-03-24","14 days","1.66800"
"2020-03-24","90 days","2.05600"
"2020-03-24","1 day","0.81400"
"2020-03-24","6 months","2.17000"
"2020-03-24","7 days","1.69300"
"2020-03-24","9 months","2.29300"
"2020-03-24","1 year","2.39200"
"2020-03-24","30 days","1.93800"
"2020-03-25","7 days","1.74500"
"2020-03-25","1 year","2.35500"
"2020-03-25","6 months","2.13100"
"2020-03-25","30 days","1.89700"
"2020-03-25","9 months","2.24500"
"2020-03-25","14 days","1.66000"
"2020-03-25","1 day","0.84700"
"2020-03-25","90 days","2.01000"
"2020-03-26","1 day","0.84500"
"2020-03-26","14 days","1.66600"
"2020-03-26","1 year","2.32400"
"2020-03-26","90 days","1.97700"
"2020-03-26","9 months","2.21600"
"2020-03-26","30 days","1.86900"
"2020-03-26","6 months","2.09100"
"2020-03-26","7 days","1.72000"
"2020-03-27","1 day","1.10400"
"2020-03-27","90 days","1.96600"
"2020-03-27","14 days","1.69000"
"2020-03-27","7 days","1.76900"
"2020-03-27","6 months","2.07200"
"2020-03-27","30 days","1.85700"
"2020-03-27","9 months","2.19800"
"2020-03-27","1 year","2.30500"
"2020-03-30","1 day","1.37400"
"2020-03-30","7 days","2.16300"
"2020-03-30","9 months","2.15900"
"2020-03-30","1 year","2.27400"
"2020-03-30","30 days","1.83500"
"2020-03-30","6 months","2.05100"
"2020-03-30","14 days","1.78600"
"2020-03-30","90 days","1.94800"
"2020-03-31","14 days","1.85400"
"2020-03-31","1 day","1.61400"
"2020-03-31","90 days","1.93300"
"2020-03-31","7 days","2.14700"
"2020-03-31","1 year","2.25000"
"2020-03-31","6 months","2.03300"
"2020-03-31","30 days","1.82700"
"2020-03-31","9 months","2.14000"
"2020-04-01","14 days","1.73600"
"2020-04-01","1 year","2.22600"
"2020-04-01","1 day","1.40300"
"2020-04-01","90 days","1.91800"
"2020-04-01","9 months","2.12300"
"2020-04-01","30 days","1.80900"
"2020-04-01","6 months","2.01500"
"2020-04-01","7 days","2.00400"
"2020-04-02","90 days","1.88900"
"2020-04-02","14 days","1.62100"
"2020-04-02","7 days","1.85700"
"2020-04-02","6 months","1.98200"
"2020-04-02","30 days","1.77200"
"2020-04-02","9 months","2.09800"
"2020-04-02","1 year","2.20200"
"2020-04-02","1 day","1.27800"
"2020-04-03","14 days","1.53700"
"2020-04-03","90 days","1.84400"
"2020-04-03","6 months","1.95600"
"2020-04-03","1 day","1.00100"
"2020-04-03","7 days","1.83100"
"2020-04-03","9 months","2.07500"
"2020-04-03","1 year","2.16500"
"2020-04-03","30 days","1.74100"
"2020-04-07","7 days","1.77300"
"2020-04-07","1 year","2.07000"
"2020-04-07","6 months","1.85900"
"2020-04-07","30 days","1.65900"
"2020-04-07","9 months","1.99300"
"2020-04-07","14 days","1.38200"
"2020-04-07","1 day","0.80600"
"2020-04-07","90 days","1.73000"
"2020-04-08","1 day","0.89300"
"2020-04-08","14 days","1.33300"
"2020-04-08","1 year","1.95100"
"2020-04-08","90 days","1.64700"
"2020-04-08","9 months","1.87000"
"2020-04-08","30 days","1.55300"
"2020-04-08","6 months","1.75900"
"2020-04-08","7 days","1.73900"
"2020-04-09","9 months","1.76900"
"2020-04-09","1 day","1.18200"
"2020-04-09","90 days","1.55800"
"2020-04-09","14 days","1.28300"
"2020-04-09","7 days","1.68000"
"2020-04-09","6 months","1.66500"
"2020-04-09","30 days","1.47300"
"2020-04-09","1 year","1.85500"
"2020-04-10","14 days","1.32500"
"2020-04-10","6 months","1.60600"
"2020-04-10","30 days","1.40000"
"2020-04-10","7 days","1.81300"
"2020-04-10","9 months","1.70200"
"2020-04-10","90 days","1.50700"
"2020-04-10","1 day","1.34900"
"2020-04-10","1 year","1.79400"
"2020-04-13","1 day","1.37800"
"2020-04-13","6 months","1.57900"
"2020-04-13","90 days","1.48500"
"2020-04-13","1 year","1.75800"
"2020-04-13","30 days","1.36500"
"2020-04-13","7 days","1.85100"
"2020-04-13","14 days","1.36100"
"2020-04-13","9 months","1.66800"
"2020-04-14","9 months","1.64400"
"2020-04-14","14 days","1.38700"
"2020-04-14","1 year","1.73300"
"2020-04-14","6 months","1.55600"
"2020-04-14","30 days","1.35300"
"2020-04-14","7 days","1.70700"
"2020-04-14","90 days","1.46000"
"2020-04-14","1 day","0.99400"
"2020-04-15","6 months","1.53900"
"2020-04-15","7 days","1.63200"
"2020-04-15","90 days","1.44700"
"2020-04-15","1 day","0.80100"
"2020-04-15","1 year","1.71200"
"2020-04-15","9 months","1.63100"
"2020-04-15","14 days","1.35000"
"2020-04-15","30 days","1.34100"
"2020-04-16","30 days","1.32400"
"2020-04-16","7 days","1.65700"
"2020-04-16","9 months","1.60300"
"2020-04-16","90 days","1.42800"
"2020-04-16","1 day","0.70200"
"2020-04-16","1 year","1.69400"
"2020-04-16","14 days","1.31800"
"2020-04-16","6 months","1.51600"
"2020-04-17","14 days","1.30700"
"2020-04-17","9 months","1.59400"
"2020-04-17","90 days","1.40300"
"2020-04-17","1 year","1.68300"
"2020-04-17","30 days","1.30800"
"2020-04-17","7 days","1.73700"
"2020-04-17","1 day","0.71600"
"2020-04-17","6 months","1.49900"
"2020-04-20","14 days","1.31300"
"2020-04-20","1 year","1.67400"
"2020-04-20","6 months","1.48200"
"2020-04-20","30 days","1.30100"
"2020-04-20","7 days","1.73400"
"2020-04-20","90 days","1.39400"
"2020-04-20","1 day","0.89600"
"2020-04-20","9 months","1.57800"
"2020-04-21","9 months","1.57200"
"2020-04-21","14 days","1.30700"
"2020-04-21","6 months","1.48000"
"2020-04-21","7 days","1.60600"
"2020-04-21","90 days","1.39600"
"2020-04-21","1 day","0.90100"
"2020-04-21","1 year","1.67400"
"2020-04-21","30 days","1.30200"
"2020-04-22","90 days","1.39100"
"2020-04-22","9 months","1.57800"
"2020-04-22","14 days","1.29600"
"2020-04-22","30 days","1.30000"
"2020-04-22","1 year","1.67600"
"2020-04-22","7 days","1.57600"
"2020-04-22","6 months","1.48400"
"2020-04-22","1 day","0.90100"
"2020-04-23","30 days","1.30100"
"2020-04-23","9 months","1.58000"
"2020-04-23","90 days","1.39600"
"2020-04-23","7 days","1.66300"
"2020-04-23","1 day","0.89300"
"2020-04-23","1 year","1.68300"
"2020-04-23","14 days","1.31900"
"2020-04-23","6 months","1.48600"
"2020-04-24","6 months","1.48600"
"2020-04-24","30 days","1.30200"
"2020-04-24","14 days","1.31700"
"2020-04-24","9 months","1.58200"
"2020-04-24","90 days","1.39600"
"2020-04-24","7 days","1.71800"
"2020-04-24","1 day","0.91200"
"2020-04-24","1 year","1.68300"
"2020-04-27","30 days","1.30700"
"2020-04-27","6 months","1.48700"
"2020-04-27","1 day","0.87400"
"2020-04-27","14 days","1.31000"
