"Markettype","Trdwnt","Cwretmdos"
"47","2020-51","0.015082"
"21","2020-51","0.015261"
"31","2020-51","0.015264"
"53","2020-51","0.015044"
"63","2020-51","0.015047"
"20","2020-51","0.015284"
"33","2020-51","0.014879"
"69","2020-51","0.015336"
"79","2020-51","0.015339"
"85","2020-51","0.015273"
"95","2020-51","0.015276"
"101","2020-51","0.015091"
"111","2020-51","0.015095"
"117","2020-51","0.015056"
"127","2020-51","0.015059"
"10","2020-52","0.000991"
"5","2020-52","0.002290"
"15","2020-52","0.002287"
"37","2020-52","0.002205"
"47","2020-52","0.002202"
"21","2020-52","0.002490"
"31","2020-52","0.002487"
"53","2020-52","0.002411"
"63","2020-52","0.002408"
"20","2020-52","0.005279"
"33","2020-52","0.000443"
"69","2020-52","0.002315"
"79","2020-52","0.002312"
"85","2020-52","0.002512"
"95","2020-52","0.002509"
"101","2020-52","0.002229"
"111","2020-52","0.002227"
"117","2020-52","0.002432"
"127","2020-52","0.002430"
"10","2020-53","0.019142"
"5","2020-53","0.022778"
"15","2020-53","0.022771"
"37","2020-53","0.022899"
"47","2020-53","0.022891"
"21","2020-53","0.022844"
"31","2020-53","0.022837"
"53","2020-53","0.022951"
"63","2020-53","0.022944"
"20","2020-53","0.023494"
"33","2020-53","0.022577"
"69","2020-53","0.022767"
"79","2020-53","0.022759"
"85","2020-53","0.022834"
"95","2020-53","0.022827"
"101","2020-53","0.022888"
"111","2020-53","0.022880"
"117","2020-53","0.022941"
"127","2020-53","0.022934"
